"","Anxiety_Pre","Anxiety_Post"
"1",25.7312977276043,37.4322516761596
"2",34.6102696696232,36.4713813152661
"3",39.8428317026227,34.0375827653688
"4",35.9246297999516,36.1254895257162
"5",28.1002821083121,32.5073605762216
"6",27.8224281881982,35.7618444252514
"7",36.810436143033,32.1391454944066
"8",26.2045662312015,32.9031089902428
"9",33.3772799521383,34.5629928989308
"10",31.7421850572767,32.0201275265289
"11",40.4327569972025,37.3454125624286
"12",31.1872755998435,32.0403459568567
"13",30.8566873249945,34.1392243678456
"14",39.1723695154423,32.8967227159131
"15",30.1617400662005,38.0451726881082
"16",34.8559233226207,36.1856561091722
"17",36.162625762877,34.5546769819615
"18",33.4939565924791,36.4257885524969
"19",31.6119270842533,36.4332016674821
"20",38.2761381811761,35.8804837287683
"21",32.9968122648413,35.3176612426362
"22",33.3272171746332,36.3195282766639
"23",41.8397697659598,39.4410393258711
"24",45.6888355182506,32.6321098518692
"25",37.5290963226451,34.852088331005
"26",38.9317119211958,34.167290650227
"27",30.4889402791068,34.6170353124947
"28",37.6644849616416,35.1390895628148
"29",31.770528732254,37.310696636021
"30",36.4549374421488,36.189914693901
"31",28.8120276556139,32.160709783286
"32",32.719118624411,31.7866455092839
"33",30.8483867263763,36.7858517991263
"34",36.7005782183713,35.2963359103754
"35",40.3318819784108,37.4540567802028
