"","Anxiety_Pre","Anxiety_Post"
"1",30.645744887157,37.2184995779421
"2",38.5935527654212,36.5383083893142
"3",35.5532643888467,37.3069473495579
"4",34.6076661601415,37.5213670053619
"5",32.89754770329,36.4012470131446
"6",32.1893706185737,35.8652543216919
"7",39.9875672237765,33.1547965634862
"8",29.4743497059337,33.7688315867382
"9",34.2885608461271,33.2666806234973
"10",36.5749745244396,31.7209658256377
"11",41.0927526725367,32.3483215123132
"12",31.5034146065724,33.2219265447241
"13",33.5728362423564,33.8847953393958
"14",28.4422366369531,34.8751953823233
"15",33.0449378427537,39.8453859543189
"16",32.9923669345251,35.6851707002946
"17",41.7525879046148,35.0084964725043
"18",37.9559501354461,35.0584396840033
"19",35.5026272781428,34.2131531417574
"20",39.6553599776005,33.4145908744221
"21",33.6862882571673,34.3765962694097
"22",34.9616594764367,34.3078628164383
"23",36.8357650327282,34.3907848235093
"24",43.535812725688,31.428213025111
"25",38.6187013126419,36.1745493437159
"26",37.4051802435396,38.2715888688932
"27",27.1606587788737,33.7091530527312
"28",36.5912514174041,36.2379843375747
"29",35.8299572533868,35.4727871968026
"30",30.5004618518591,36.6930017975033
"31",35.3818573693029,33.8527085223006
"32",35.7957763913136,37.2359864079923
"33",37.7183709235485,31.919997736134
"34",38.5240367630652,34.1237522013998
"35",36.5948457127855,34.6986540582071
