"","Anxiety_Pre","Anxiety_Post"
"1",36.5795751918073,34.3172274592011
"2",40.5484708382943,30.7953417590444
"3",46.0773028583902,34.3965954372622
"4",41.0855181947867,32.4552331156376
"5",42.3961089331914,34.4406677803815
"6",39.7578691620893,34.5918053583609
"7",29.9523367701872,34.5487716289653
"8",24.9976363068102,35.6940569040442
"9",26.1890706377397,35.0647356851958
"10",34.2869593702247,35.8270625793436
"11",42.7503018474156,34.6893030467492
"12",30.9878840914261,36.9469707849661
"13",34.6271054005866,35.242180285547
"14",44.4783397736123,35.3783473829549
"15",32.7171552953978,33.8742298603481
"16",37.8111168132151,35.9968323300027
"17",30.5649574424429,31.5153950132738
"18",32.6987771190241,36.9510581944074
"19",31.3783575696626,34.9518342545271
"20",34.6539442208294,36.3513689506282
"21",42.3162428147434,33.5793807898932
"22",35.9386304871657,39.7744652927548
"23",40.1101143066542,34.0531359756071
"24",32.0408258352448,34.8484548866665
"25",34.4389967248193,33.9563198870434
"26",30.3752345706716,36.8520942691247
"27",38.7665239914776,32.8751776567716
"28",34.4369546489848,36.1140677325959
"29",34.679545358901,36.8014611698243
"30",36.1663764677288,36.9798913673764
"31",29.3170859842575,35.7672161751594
"32",39.2741521156423,34.3068323726026
"33",32.1081479051907,33.9196214999912
"34",37.4818076951508,34.6348888134665
"35",31.1997103469411,34.8814007000125
