"","Anxiety_Pre","Anxiety_Post"
"1",31.6427030821461,35.4098755068525
"2",37.4621927736547,34.5513099214576
"3",29.1030474191197,33.1807805919623
"4",29.706412740442,33.3837802315039
"5",40.6895130650006,36.1061670282844
"6",34.1986735754952,34.2216441347936
"7",38.1524656332497,34.1055087228112
"8",43.0847985119727,34.957722309662
"9",34.0325008574062,33.8011650897505
"10",26.9610407872964,34.3782676208918
"11",30.5741793614902,33.6367350622289
"12",32.8383285052037,34.5958885529744
"13",32.8918807030298,37.2336006584812
"14",34.1475296840239,36.6519984253415
"15",36.2290546861317,37.5018379596258
"16",31.2712610757482,40.2161961899614
"17",33.630279333698,34.897920077609
"18",44.1228947032731,39.4543883886755
"19",35.071168699258,34.972255752369
"20",35.9402137172625,31.9052006064781
"21",34.7293315486314,32.240221781686
"22",37.3080583512792,37.9597414816765
"23",32.0161485230414,34.4901561113222
"24",41.3162911798404,34.3474392397082
"25",29.2733548133376,33.5467226686155
"26",40.4231177796745,31.095302700096
"27",27.3550234315578,35.8458800835378
"28",27.1312905857756,37.3633695715063
"29",34.4295368477754,36.8359187545523
"30",35.5560458992567,35.1909350937705
"31",36.0706881020566,31.6311364265125
"32",37.7688791252084,36.9806587012123
"33",29.7024024069245,33.5843364361427
"34",26.9497533687428,33.8119416613718
"35",33.309244686827,32.8682059332186
