"","Anxiety_Pre","Anxiety_Post"
"1",38.6946930188106,33.3600097887676
"2",36.5948020054882,31.0023060100718
"3",40.38082176906,34.0414148170967
"4",33.5792113975588,35.1683598086445
"5",31.1166236301012,33.2090267786734
"6",32.0216975065411,33.1574486689845
"7",26.3701011042698,35.6608990069306
"8",30.4870776011816,34.7166783821278
"9",32.2046904254977,35.8696955230054
"10",33.7674371633324,34.8925547479656
"11",33.0820688578428,33.185779248813
"12",25.2044841241644,37.6070244648445
"13",30.791474699322,36.5435795510797
"14",44.5177373367382,37.1050511906153
"15",38.1124696506037,32.1799233186726
"16",44.9546021779016,36.9919691795555
"17",33.4725813757927,31.6084701932419
"18",34.5457788239962,33.9332557149056
"19",34.0791927422437,32.2554610977138
"20",29.0061611734629,30.5841604423907
"21",30.8085642619898,38.6442450375071
"22",45.3315067786562,33.6932131783624
"23",32.1887647332875,34.4306375612899
"24",41.3785775592546,34.2261007927101
"25",29.7621368650251,35.7733899492921
"26",25.1706087927634,38.200781703079
"27",33.3851445312001,38.3623099115336
"28",39.6793126340432,32.6327872235455
"29",40.6961490136704,32.2830854928736
"30",43.35809383663,31.974658410558
"31",26.0587889661757,32.4937902012616
"32",45.1562125937762,38.9187141542912
"33",31.4842783350306,35.0152917442655
"34",35.7908238128006,33.3147696048207
"35",37.5311739874036,33.7976797896953
