"","Anxiety_Pre","Anxiety_Post"
"1",38.3699058190024,36.6935803048155
"2",45.3601788407528,38.9082105092154
"3",32.2948567546926,30.7014799968659
"4",29.6475392084395,36.94224053942
"5",33.1377163386086,37.2901231465851
"6",32.5742932260586,33.9491987478025
"7",36.3739208923785,35.5006402055483
"8",32.6024371920885,34.1411867772606
"9",38.9905266306269,34.6349607557061
"10",29.9777439880564,34.7933790672306
"11",35.5249211653492,33.7323235935763
"12",29.2200355490395,32.4578924255934
"13",37.8906731347893,34.2320992121935
"14",27.0218717190324,36.0335116047264
"15",33.4574817189704,34.6440629123776
"16",37.247329610613,35.0085160773266
"17",30.1147335868531,32.4518808982928
"18",35.9499892968362,34.5957793233507
"19",38.6572667865009,37.3289317594823
"20",32.5370044462285,34.9532411829523
"21",34.78657543913,36.7943134998016
"22",34.4366471178305,34.6465510901368
"23",37.2841362386322,37.2274181551165
"24",45.1016742088338,33.9162222807001
"25",29.7455496877347,33.0732033362375
"26",38.6732605294759,35.7528967991639
"27",37.6962487197577,33.030652406573
"28",28.4286360152482,36.795118804547
"29",33.7498063897106,35.2585250669707
"30",36.5710229821841,37.0674059611282
"31",37.0327334683914,34.3154214527446
"32",39.9721029989526,35.9045625130714
"33",39.2788421587888,33.6105241159461
"34",35.9856445842626,34.5219728178942
"35",39.1716251877251,32.9854020808195
