"","Anxiety_Pre","Anxiety_Post"
"1",39.5031236449134,34.0383072494216
"2",39.2588522354611,34.1623405557288
"3",38.6385758707724,36.9102256064407
"4",38.682510728443,32.4219867781043
"5",33.2393519152715,35.3723948661501
"6",38.5275775674276,34.9373489961055
"7",41.5017899436604,35.9341946196931
"8",35.1912600707214,37.0483953484091
"9",30.1035811500186,35.5347169044688
"10",38.9688061543627,35.4636522057204
"11",38.9325343600472,36.4951849290448
"12",33.4476843452035,37.4341370210484
"13",43.4944242277955,35.7667166903365
"14",31.0270314572536,33.0238943568158
"15",36.7421885809001,34.6862941796063
"16",23.6729946324111,38.4710704324962
"17",34.1889736048588,34.2954033889998
"18",40.6543249572944,36.3772800882515
"19",32.7222701186977,37.4488121916055
"20",30.5041684223056,36.588592606607
"21",38.6341945086562,34.9871952031565
"22",30.9527954906738,35.438301270334
"23",36.3354255797762,33.2270724979892
"24",26.313681447332,35.8795205827439
"25",27.9428743209556,33.2272204986689
"26",32.7322438661076,33.2923630912901
"27",29.8225436231597,33.020011338503
"28",41.8107144662964,33.6982445261522
"29",39.5872836848751,37.107893320988
"30",31.0742891946158,34.2182439331383
"31",37.8675908657363,34.8588272127798
"32",39.5909810386889,34.0758983810059
"33",36.2814363649286,36.0818165339805
"34",36.7598327796879,36.863269941853
"35",40.871686785478,34.5814513095832
