"","Anxiety_Pre","Anxiety_Post"
"1",31.8981666138794,31.9271003529248
"2",35.2105793657212,34.3980477463268
"3",30.4453917572378,33.94344019111
"4",35.7901438620204,33.695810438638
"5",31.7270767804059,34.8862064443052
"6",43.8364363468632,31.17128114864
"7",38.583537380086,37.3531666240371
"8",39.5508711474761,31.670055127576
"9",36.9209267891317,34.0729391970552
"10",43.4108804025971,32.7681597899143
"11",31.8213177302551,33.4983619976131
"12",32.6917763481972,39.1743330912567
"13",42.1614111927083,35.0347912393865
"14",31.7465182334482,32.4273989391314
"15",33.9630962819902,31.7187889311628
"16",33.0359603527901,35.9003742025453
"17",33.4000356572575,34.9628803345707
"18",33.6044334851172,34.3638632509123
"19",37.4709416563391,33.1412757050926
"20",34.113347588652,32.025079379717
"21",32.4702126894287,32.8496154067686
"22",41.7151941258521,37.0000576074278
"23",33.9271029572657,33.7574666104064
"24",34.1022173497831,32.231146305231
"25",34.4990462939322,38.7385812448472
"26",38.563331535257,35.8502007547449
"27",34.6321779793684,34.5227057981739
"28",34.8118291426648,37.116966097418
"29",31.5916976062217,36.7728453027499
"30",33.3786486387684,33.7615139035377
"31",35.3008022021726,39.4122049290809
"32",32.0555275687017,34.489945939718
"33",37.6574809631629,32.1510106995744
"34",27.4080295910661,34.7112007960916
"35",36.5327893039488,35.4150766784647
