"","Anxiety_Pre","Anxiety_Post"
"1",42.5333777143777,32.8466938312347
"2",39.8185554458479,34.0176965695746
"3",27.2305429389454,38.2783959777092
"4",31.1317881063814,35.7935540257323
"5",41.3038897776288,31.8038532139323
"6",37.1422788944053,32.0646196497123
"7",39.222917684781,37.0802757749537
"8",31.5042472393902,36.5656619822663
"9",34.6756886170807,34.0458071589185
"10",37.3549182271178,35.1880492788706
"11",36.8175031084238,36.1979587102957
"12",31.9272204541241,29.205404062493
"13",36.1447464522148,36.1673933842649
"14",33.6897158312805,39.7521667367255
"15",38.0627799534601,33.7074758785454
"16",25.2119375368765,35.4861379574036
"17",31.6824626426768,33.421013580786
"18",36.4189375771859,32.8126011360239
"19",36.3435898172445,39.0892147299008
"20",31.7994762975582,31.637332659399
"21",40.3997563325793,37.430566262579
"22",33.1742682959058,34.8085529664182
"23",37.9468269475073,33.097211068672
"24",34.5195202648426,36.2025309832681
"25",39.8575387763902,28.970945524175
"26",37.8923447235845,36.5389692065971
"27",31.1141324828146,38.1378839972921
"28",31.9957894220057,33.9945664484346
"29",27.503402954119,33.7642235592572
"30",38.7708171230058,32.2971360397821
"31",37.7864716256287,36.5381758163103
"32",35.4743857288672,35.6589382348155
"33",26.0927929167078,34.9117086860808
"34",29.4560379332197,33.725525438047
"35",33.6627610889163,34.86143452331
